"property_id","price"
"d56159653f5d2abc5ed5acd7",650323401.304573
"45550aa81c0151f1fd9fd8fe",810321061.491763
"735deef3382aa15930482f3e",744702996.85876
"0dd49fa8bb7be52b851c6dc9",866055790.722367
"7d3220a91e78f8bc2924d1cd",768155230.438646
"d3054072b2175deec2c1f8dc",601150264.920577
"b7574b06d593fca4eac59815",612752336.852615
"79e822115c5c1a4531366001",563552504.819841
"d3ed5316a463d38c1bd321d0",653460861.182722
"2f1880c9b8f7ac2715e1236d",622432411.436012
"dcca1c7f109175760ff531c6",511829543.533114
"dfc4f3facf91bbd93ee0fa4d",421536633.030516
"30e134a6cbe61d7954d0f56b",532158444.099485
"385fee7bd9ad7722d45dd034",376002561.218018
"87199c236bf22903d1aafdd0",381322987.540317
"19e19ad0cd6b5e84d8aa970e",565212829.897053
"907f968e78d748fde69dd44f",495816256.073009
"be094e5db0f784e3aa013aae",496364282.040136
"7ab96f83915bc84f8c03c1bd",602016831.050065
"07f4aa9b9ff5b0b05d31e6c0",737585570.602178
"e9be8cd37abed8ab510ba1f5",704515107.745441
"5f6ad58df27b562db077b5ce",695151003.293798
"ee96d947484aaace40f9b77f",585635303.073777
"15c4aef8401208054697b81e",868611329.849795
"22d6cb11333f2839b8112b89",866667833.094266
"288c09c33907dadbae495c11",943712553.574343
"f71d2bca0c5fe2720a1544c4",448310914.114817
"451744cf3ce55a98db8a3562",427055476.312433
"fba9ae05a6a8a9e0c6268a9f",556706024.236752
"1338e58f7dcebf5a1ea59388",464896693.831069
"a817e8da0ada143ac87277ee",484615478.264809
"46d8bb3e9a0ca584d3c7a317",630130562.700078
"b2506aa9463aebf01e1e00ca",553783037.646491
"7ec025b9b6e6f33bf65af41b",505208360.47947
"2ff531e27672ecd2362eed55",437136712.772143
"9b3cf0d1b91b9c6a2a887647",657482672.078946
"7db5291ce4602d9b2b266872",400531970.355253
"65d5918e826c33bb950fc008",558497050.687752
"395c34e4b8f52cbdb0522459",586629157.015316
"855f4b67d2bd6d18fd03d8e7",604321075.463529
"9ff06409b37e5b5dece4604a",541173713.104964
"0508cd7bd2c77ebb6fea1e56",637783195.103445
"b45fff2e718e54772d46a3fd",577605418.585591
"cf4d2297b73dbc357d21e31b",583883348.678008
"0ada7044c5b29925abc90879",600882224.508431
"6305f02255274ab5fb6bd39c",743687416.462573
"d9a94194ae1350512beff3e6",788872647.03645
"e3896296cb80d50d9ad3f903",630548170.066938
"6514f355887c64136edb5595",873834641.006858
"f03400cc18e12903b3ffbe5a",898957411.493078
"4e134600155a64783b3f8c3e",563128105.340059
"d63ebc63c82fbf66d8b6ffd3",605987435.025097
"1bd64811bd59706844230198",742332645.034117
"a83921284639eedd4a511cb6",711453428.96082
"a2f3f7a1cd573e2a33f52e2d",758012249.324211
"47344a66471fa51f61c64652",647066672.739601
"78fd849c9429091347d7e5c9",761515541.263953
"c3daf2abea55af99c9579319",700189764.024948
"52864916eb1984abca41ec66",822576703.931832
"c62494a9d7aede44f2f84023",838038558.483386
"a2b576643f7a032371587e5e",1103769147.55513
"e53bc68f0e97ccead24f3e56",518684882.991623
"fd82c710aad91bc90af490fe",485308390.359619
"d436abc2ee37ba3dd561e940",480871414.02773
"216a598114a403676011cb51",586456739.862742
"ea230d5eccd2b687888173bb",801512698.034276
"18bd0dd7580f2a7cb19a90b9",387166282.872496
"b143c8ca6d334f6a73c3f2a0",419927687.053282
"ab388cb4fa511968783bafee",605794383.516282
"6a4f08cd04d558a56af732d9",470804596.615603
"7216c895aa047c4f405c4941",544357398.545693
"a493488dcd906dc74cf8a604",529074399.236831
"7844b0b2bc65dced90a355c6",577845120.170196
"c1976383069b6b82ab29d092",583662973.759586
"e5cfd99e2308b7b73581dbdc",492430461.698804
"c18c2ea88f4ac53970b53d2c",576107275.347175
"842c9f0e4edf1e5a672ce15e",488069026.90571
"7dd1e46dcbddc6bf5ef694de",472518892.73799
"6cc4f32b39180bd1ec7e117b",481721558.50555
"79e643789a85dc4ffad49a25",789579205.612685
"b3402a9173d289d6db78e09d",729182663.381105
"a446507813234e358db8b573",616450878.612707
"c8ef57ddfb35061d1876f94e",704508135.591199
"360be0df2c003005e3db080e",753271278.283961
"9ab245a4c91877cb7a8661ce",731946601.580709
"a57a34c7486e7a40e8deb316",742570533.986336
"ceba7d0f56f6cb03538962fb",742295129.493996
"d5475993f9db58c3e4baf7a3",648484894.008097
"d37a1dda09e30da13ff5bfc3",736224130.99923
"68a8b8d077a8232723bf37e9",705675848.15275
"e1eea7716ca6490b7640717a",713636369.773118
"4ae6d75b10848d259ecba576",761869390.643714
"17afbce5c0b56732abbea936",665872284.455281
"84a2673eccd3cf3bd7fd3eb0",823307048.859861
"f2f4e6cbafe527b155707f01",919830521.922869
"de2e3a592cda5b76c9573c5c",927864462.745148
"fac651cf404a58f24dc7d286",935267641.573899
"e6f312a0877af26b69855a3d",761755056.305196
"333a643c623a9bc75f3a40f2",755166870.488509
"64593641e470908ef23b46cb",933121675.062778
"ce9f2f0071be658ae75ca6f9",942500802.46779
"9ab385e399a4673732b6a799",631140701.259802
"3429c774b736cefc051e2c55",599614012.328285
"a51ad0372758b2bbfe73f8fd",511190943.98062
"8c801a266256e3fbabe7e3d2",869965429.656912
"ca2f81b8fb6fda20aefb0ccb",682682302.156588
"3c1b1f86087f9b99380e387c",463530735.27178
"b0cad5d612954b8cab18101c",751049687.027383
"7eb991f4c69215377e4dac8f",652016509.907936
"0d130b8bea4321300396fa34",818879581.776192
"8dfa059401e1dca80ae65ae1",552866546.966406
"3e3f264cd0ac7a65ed2349a2",767125097.044519
"112dce80bf512f3f24391d23",588964292.586431
"ff25ded6333278149f8fb68f",525596076.371755
"d555b82c192794e87e9d536f",552282893.395875
"a787382d96ef9fce8f27bc70",792895784.938477
"8c3aa295f7bcfd9a43eb2037",677202690.437451
"13ac95652fb3cf6c43dafc66",554755764.442382
"42fc6a80b882c32f6264ac10",456580681.509149
"1e9c53e09220d689a0210ab9",392275521.154163
"3348706086aa3db5c92259c3",459134810.281281
"66d402a9b7d05f29282ddb00",576853336.206406
"cf88be51d6f31c10e5868ff7",515243511.284065
"30b3f38716be209a894b0942",565258453.006572
"0a5908a92d0ba3e36f54b1f3",525080075.202162
"dd206b6ea2d7f6555109ea39",526554937.425905
"c641febd8bc2ece3e4d2d8b6",659149039.748351
"c11fdc02a288af0572a2bca1",757373270.498713
"35dc60a65969b264ab283d6d",724962277.552221
"d9cb0f637cd4feaaaf8a21c0",696427713.101871
"7e8dfae9a5f1faf8afa706f7",428148361.315222
"a280fe7610c254b935c9dcfc",503372372.2096
"85524880fdc4e4daf90e96fd",522761150.709563
"f361109d06f6609c16724b39",550171422.242535
"3f6b2f0c0876c21755369cb6",666491463.340392
"de26819064a290ce78d8fcc1",615023022.431097
"91be1260a84ab7fa3521c495",801015418.054324
"18c8dc4549d38c918af2972e",798298206.921148
"782b0fb8641849c2c34291e6",540952843.211393
"54933f8b33a4fd6f031ed5be",640724337.503847
"953176c9a901b4f61c030432",712798415.614928
"357e2add3d68167a4f3ce15e",711243857.339696
"90332d50e91925eb9b614bef",607458758.061207
"11723d1d472bf1a3fdd8b72c",812285430.378037
"01f8b6799e2910f7769db175",650300809.973461
"a0d5001f7dd42d7f0c91d2a9",532163392.505062
"d4439c35bcb88e1490916c67",650670982.817428
"4a73dad0ff8a5262e8b07c4b",863759230.262966
"3dd8085a65f24b497ea59557",765140406.119043
"39ef085809bc80e32e7b6af6",837317504.92239
"b98ee16e8fd7d1c75a9da13c",801471425.731556
"16deb26bf740fa61e258f545",590361107.498014
"732a3bd457d7798e1fd892f6",768323671.371419
"1376058cb128a1c7729cd2e9",602929085.092593
"cac7e7c3e13af91bdc7107e8",1026393659.00454
"9f3dfa6e1422f6aeac527c61",562420239.129859
"4dd3d1288ccb66ee4fb9c097",1065726484.05351
"15fb97d6a43731d61e95d004",650577262.849772
"dac29573163315edf99e0e7a",556271259.024019
"b93f2864087d41c3c92d43c3",618864967.015461
"cd4656aed92f5c0a0b6b7c0c",758823903.620793
"556210496090b42ac10cf1b8",1074562475.02306
"762979729fb21e56a32ed14e",1043114133.14083
"ea935b76abe664d5e2c4736f",592946826.837958
"40e9ef1e7c6749b7a8d04ea9",616148302.052821
"058265732a484ac8d5497f5c",594334684.628203
"6f52ea8340cdd283f9a79720",544284915.058767
"cafe7c1ee67458e05c84d5fb",676917370.786705
"3f45ed2f08a2b03b738fbb5e",563932977.65389
"f203b18854b75c4564d7a17d",593532285.280794
"d5333f639d11bc3ab073ed72",433299925.023739
"c14f644116669a160446a945",554666465.565365
"de585856ff546e00a5a4672e",433773618.101506
"7a80663cae7c191b5d025fa0",478951915.495326
"71f80198e68fbba902650b1a",487107779.386092
"f3523e0626df8cea803ead0f",390082517.431702
"619abd5f978b1573761be86d",585217589.047304
"17a2323b855e93533a9f09f2",540480241.824705
"38e8630f2c05ea38e2257c21",584301787.775504
"1e3798d739f85ee0e5a314ca",535506487.131391
"46d0544f411bbfb6b452858c",573983114.296816
"605e7a71eecb13b23ffca0c1",554028686.719824
"7515b37b7ae7c62f3dafbe7d",611647345.993188
"28be121ada9c9303be802474",612508221.850332
"331d54f8a1bd3dabce73d6d9",592052302.57762
"22d167639ccaace593dffa31",609588581.424685
"36cd68fc3ffab79fcaa340ab",655872273.022145
"db924733e88c361cdfab874a",704789746.023872
"64eea2e9a13a8edfe8ac7027",553502109.083647
"97fe6eeed892111bfa20255b",728848823.38521
"b54e6757829ac95e2076d954",749898596.735096
"dd59b8122458557041903207",762063658.958441
"b35c58fc1c05a77433025318",598987859.81326
"c41964afa164d8b75f8dbe92",711492797.195235
"96b3ea80cce599b68f96f86e",582983749.175279
"a4bc87ad4f1ad97c0a63d843",836273221.976248
"16e62269e6aa2ea052d05f71",600850677.771373
"518b37b51f824fa0fb5075d3",790064839.395717
"e083d83369cbc93fb94842a1",558091668.602057
"57deff02895d5286eda10d89",689871799.725655
"7ed35835fbe694bc237abe38",806072854.38611
"b48efa9ddf36e85164354f26",686428818.430597
"5910c9b29a1025bada93a5e1",924819341.263525
"10a650e8cb5425c97f08f68a",734140201.060142
"9e0feca2ec3043ae6f840631",481495797.469008
"35ce37bbecac6b164fa21e6c",669280258.11502
"c4955010d066e013812a85ea",572860473.121174
"d5a83c31bec18d1c3eb9af7d",560791142.876066
"70217bd08583854329722821",544330492.410662
"28e748e7aa0a447731e06706",822488754.507991
"27929c0a3e0fd2d6d2969e03",534517518.779177
"5c5ea0d8bae75e0a5c88414f",501840922.47265
"2233f50cf7b04791cf1ddeaa",862230931.799515
"bf430621f17dcaf17fb91ac7",583173507.927099
"d8dc9de06461e0220bc55906",649010915.764471
"d988975f8c4e6ee8fd8dc1e1",884006226.975483
"bab884e0f99df269805e83a4",884406579.000672
"8fa9b20af1508af7a01e2267",906763311.591521
"b6f195d44ddbe10b78b97191",618916330.327624
"2ab0eeac4a228d5769fb4365",564102141.91942
"347a4deda03bfdde6d1c163d",471554882.160703
"17230f18b30b94606fea047d",526352639.103082
"eab4ae491bbbe7b8ab107229",555174578.869244
"07c753474a847bf2bccd55b7",749213798.615211
"b7ce05400f0261743073e072",649125830.550827
"4a33d213841d2af537aa967a",653623070.328811
"04eb0b590ce7483c615b043b",694164977.527167
"a01a51af09a3dc387a18b58c",541394480.241015
"270b930a9e22d5016ffa4019",896877671.270084
"5ed1320fe84a518e267ff537",860914146.635845
"f04b574dc221473cfd616e22",902232650.58847
"6f7e390aa6135019dc5a828f",649738470.443957
"776d4a19fb3852fe6dcd3ddb",522340556.02572
"b7f164b79658952248866c34",879795459.773092
"aafeff5826516e363471e439",662271660.329297
"eba6a2b80a17a846ae560ece",484092116.654997
"90e62f8656ae504bf6175e0d",587548435.698205
"dc4331d09a1e36baaa6bde53",623676280.848879
"372d67ccb9d251e290891f0a",603378940.304582
"a7801c67a0ddd71c50ba38d3",612655663.640465
"e4d6b81f169cab8ea0244d75",575070323.977409
"cd5c6655243a4be0912bc92a",696222639.171928
"f7a7281a19733251134364fc",807405167.196017
"a716ec25a219961fbe90f367",820570476.172526
"8bd45966c16d4eafb49ee2a2",791985950.651637
"baabbdaa5e8f69fc90d303c1",1025398398.00843
"8bed46960db1b2a7954ffbcb",1039765517.9484
"dbc123f9502159d660f375ca",984714057.208643
"a4683facc81ccda10e9ae388",942551950.808824
"3a576586fa1aac85c2ffb75b",954252012.245019
"b1fb98d0ba25b21c6647d423",918236561.856594
"97fa4be3ed93c37c048f507c",746559472.604037
"cf184cc576effe39c0f857b8",506626193.959669
