"property_id","price"
"d56159653f5d2abc5ed5acd7",605382480.367248
"45550aa81c0151f1fd9fd8fe",765493323.863633
"735deef3382aa15930482f3e",852736759.587145
"0dd49fa8bb7be52b851c6dc9",647540750.082557
"7d3220a91e78f8bc2924d1cd",601829980.357467
"d3054072b2175deec2c1f8dc",534672991.00843
"b7574b06d593fca4eac59815",520446877.465714
"79e822115c5c1a4531366001",447737807.454466
"d3ed5316a463d38c1bd321d0",1097511498.13608
"2f1880c9b8f7ac2715e1236d",1083184588.54229
"dcca1c7f109175760ff531c6",718922454.305315
"dfc4f3facf91bbd93ee0fa4d",531635230.294292
"30e134a6cbe61d7954d0f56b",323664611.652722
"385fee7bd9ad7722d45dd034",349978026.551607
"87199c236bf22903d1aafdd0",353112594.544699
"19e19ad0cd6b5e84d8aa970e",543743164.519944
"907f968e78d748fde69dd44f",563913936.967198
"be094e5db0f784e3aa013aae",345673757.968798
"7ab96f83915bc84f8c03c1bd",522266642.065092
"07f4aa9b9ff5b0b05d31e6c0",1099396482.72388
"e9be8cd37abed8ab510ba1f5",1123100805.68772
"5f6ad58df27b562db077b5ce",658877523.76001
"ee96d947484aaace40f9b77f",1099362471.5027
"15c4aef8401208054697b81e",1170742364.2112
"22d6cb11333f2839b8112b89",1248530108.7491
"288c09c33907dadbae495c11",1414138230.12565
"f71d2bca0c5fe2720a1544c4",985592972.233218
"451744cf3ce55a98db8a3562",956937592.028753
"fba9ae05a6a8a9e0c6268a9f",560831587.15573
"1338e58f7dcebf5a1ea59388",474632827.484847
"a817e8da0ada143ac87277ee",485504329.77418
"46d8bb3e9a0ca584d3c7a317",779105664.789068
"b2506aa9463aebf01e1e00ca",491121782.875875
"7ec025b9b6e6f33bf65af41b",468120156.370908
"2ff531e27672ecd2362eed55",1082150051.0192
"9b3cf0d1b91b9c6a2a887647",658455439.001712
"7db5291ce4602d9b2b266872",403841546.383434
"65d5918e826c33bb950fc008",620505583.904089
"395c34e4b8f52cbdb0522459",883477893.686051
"855f4b67d2bd6d18fd03d8e7",271476340.819441
"9ff06409b37e5b5dece4604a",760758853.923903
"0508cd7bd2c77ebb6fea1e56",825777082.52041
"b45fff2e718e54772d46a3fd",767751153.48874
"cf4d2297b73dbc357d21e31b",667512738.742348
"0ada7044c5b29925abc90879",766404193.63672
"6305f02255274ab5fb6bd39c",987158771.699763
"d9a94194ae1350512beff3e6",627750644.578824
"e3896296cb80d50d9ad3f903",1115348928.23277
"6514f355887c64136edb5595",919436299.461211
"f03400cc18e12903b3ffbe5a",939143431.762132
"4e134600155a64783b3f8c3e",1028956137.61654
"d63ebc63c82fbf66d8b6ffd3",975817395.663634
"1bd64811bd59706844230198",1117781494.91795
"a83921284639eedd4a511cb6",616935443.708292
"a2f3f7a1cd573e2a33f52e2d",847733818.474518
"47344a66471fa51f61c64652",614807524.724994
"78fd849c9429091347d7e5c9",699588801.280447
"c3daf2abea55af99c9579319",693715447.866332
"52864916eb1984abca41ec66",805975432.061258
"c62494a9d7aede44f2f84023",1150389823.86442
"a2b576643f7a032371587e5e",1259118195.49135
